,Portfolio_Returns
2000-01-07,0
2000-01-10,-0.0021138469630538003
2000-01-11,-0.005361352622406029
2000-01-12,0.0016489626645349337
2000-01-13,-0.0033674214652028214
2000-01-14,0.0021873476966191656
2000-01-18,-0.014659464609124062
2000-01-19,0.003621775357897371
2000-01-20,0.0020653707295580854
2000-01-21,-0.004497824325411922
2000-01-24,-0.003433939094496677
2000-01-25,-0.0064100435182464
2000-01-26,0.0016218064291051836
2000-01-27,0.0015272698163281478
2000-01-28,-0.011195535023225173
2000-01-31,0.007120629749237024
2000-02-01,-0.003967437063059873
2000-02-02,-0.003937947313148869
2000-02-03,0.004156573267927966
2000-02-04,-0.005308898021786887
2000-02-07,-0.0010045772854971678
2000-02-08,-0.0030153226308754152
2000-02-09,0.0016376557974108264
2000-02-10,-0.007330559535584104
2000-02-11,-0.001630633728814137
2000-02-14,0.002011746719634276
2000-02-15,-0.0015206093281642564
2000-02-16,0.00021071284696280615
2000-02-17,0.001625364143988017
2000-02-18,-0.0008834524612569334
2000-02-22,0.003426968682497724
2000-02-23,-0.002743511838235436
2000-02-24,-0.0046804209013299
2000-02-25,-0.0015219758547142081
2000-02-28,0.007915652517750525
2000-02-29,-0.003907140580108941
2000-03-01,0.00420690396139076
2000-03-02,0.004963347991306913
2000-03-03,-0.0030499460843096174
2000-03-06,-0.003809161952022074
2000-03-07,-0.007199782227519628
2000-03-08,0.005623060250842422
2000-03-09,0.004062179090162717
2000-03-10,-0.0036033537438585716
2000-03-13,0.0028837113973097235
2000-03-14,-0.0032490423334921767
2000-03-15,0.019157102133345823
2000-03-16,0.008087651138740036
2000-03-17,-0.007755335459976415
2000-03-20,0.007906528667556296
2000-03-21,-0.0022736933633548447
2000-03-22,-0.00266939364911928
2000-03-23,0.0025571961755714804
2000-03-24,-0.0014325484399020786
2000-03-27,-0.0017200379238531238
2000-03-28,-4.364711716623242e-05
2000-03-29,0.006695167077189833
2000-03-30,0.002264234928134995
2000-03-31,0.004008003914895269
2000-04-03,-0.003503231095774501
2000-04-04,9.81413147654883e-06
2000-04-05,0.003976632986440045
2000-04-06,-0.0007389737636560026
2000-04-07,-0.006258443905835227
2000-04-10,0.0012851761747968496
2000-04-11,0.008693783205918106
2000-04-12,0.011094248706913714
2000-04-13,0.0032505165647900634
2000-04-14,-0.011152937681725062
2000-04-17,-0.001115258504290999
2000-04-18,0.000530379629137453
2000-04-19,-0.000757740574999251
2000-04-20,-0.00017321605658680072
2000-04-24,0.009814220698006608
2000-04-25,0.012613570727403252
2000-04-26,0.004410054968342005
2000-04-27,-0.0012133232721960121
2000-04-28,0.0027725002994047703
2000-05-01,-0.0035195758128531273
2000-05-02,-0.004014517138721528
2000-05-03,0.001924189501183389
2000-05-04,0.005330672087037055
2000-05-05,8.893725648295219e-05
2000-05-08,0.0010730132144102544
2000-05-09,0.0003331954646895957
2000-05-10,0.004737672819656129
2000-05-11,0.006691432712828226
2000-05-12,0.0046938040217709975
2000-05-15,0.002539555920426188
2000-05-16,0.003516090182023524
2000-05-17,-0.003521828931356073
2000-05-18,0.00144869271192414
2000-05-19,0.008725393837432312
2000-05-22,0.005839783743089504
2000-05-23,0.002318976230709081
2000-05-24,0.0037684929593923945
2000-05-25,-0.007862041980555007
2000-05-26,0.003205027173317255
2000-05-30,0.006066273310669166
2000-05-31,-0.002561240030911371
2000-06-01,0.0024787296999328793
2000-06-02,-0.0006623288278337186
2000-06-05,-0.0003331602160204886
2000-06-06,0.004221495214890658
2000-06-07,0.0051568592940063876
2000-06-08,-0.002871652678497514
2000-06-09,0.00486972433619087
2000-06-12,0.0036905975009934745
2000-06-13,-0.000345707298737678
2000-06-14,0.000676874045765846
2000-06-15,0.0001270753710168255
2000-06-16,0.0009729843810566401
2000-06-19,-0.004569837478471087
2000-06-20,0.0034944174644835017
2000-06-21,0.0006527301531749435
2000-06-22,0.00014361112962692262
2000-06-23,-0.0060812813583694236
2000-06-26,0.005982385875194308
2000-06-27,-0.0029312636607309096
2000-06-28,0.010222405051173708
2000-06-29,-0.0011423419464335976
2000-06-30,-0.009604925966210315
2000-07-03,-0.006533494167453257
2000-07-05,0.013417006320943519
2000-07-06,0.0025417573033327525
2000-07-07,-0.0017947593990761985
2000-07-10,0.006695689928894925
2000-07-11,0.0016819178406759993
2000-07-12,0.0008944860509521641
2000-07-13,-0.0027866780777116916
2000-07-14,0.0006462880627609305
2000-07-17,0.0012506709432316106
2000-07-18,-0.005387009400775002
2000-07-19,0.00468989741321063
2000-07-20,-0.00040060986627917037
2000-07-21,-0.007919237905670284
2000-07-24,0.000730585149733695
2000-07-25,0.002025249431853069
2000-07-26,0.00041157426932902853
2000-07-27,0.0020348396470870438
2000-07-28,0.005570688621123689
2000-07-31,0.002948283338405428
2000-08-01,0.015508943191610156
2000-08-02,-0.0007305002256191768
2000-08-03,0.005407463656948385
2000-08-04,0.004102993571906942
2000-08-07,0.0031094413854897305
2000-08-08,0.0022084780696290953
2000-08-09,0.0035446199619108693
2000-08-10,0.0041731981696989965
2000-08-11,0.004860615055910648
2000-08-14,0.0014175304243204663
2000-08-15,0.0009731408438831731
2000-08-16,0.00149646485144993
2000-08-17,-0.004037708077588111
2000-08-18,-0.0013109680855425238
2000-08-21,-0.00016280163571387755
2000-08-22,0.008197141561845527
2000-08-23,-0.004337625422340512
2000-08-24,-0.0037526331827458714
2000-08-25,-1.7791564623803834e-05
2000-08-28,0.0017825360736837253
