,Date,Ticker,Weight
86,1999-12-31,PNC US Equity,0.0005056377902345929
87,1999-12-31,PNW US Equity,0.024736112184538042
88,1999-12-31,PPG US Equity,0.0012233778349509839
89,1999-12-31,PPL US Equity,0.0014013091179514799
90,1999-12-31,PSA US Equity,0.0010153753030522257
91,1999-12-31,RF US Equity,0.0005039897144782568
92,1999-12-31,RL US Equity,0.031782405597007415
93,1999-12-31,RSG US Equity,0.024604092073635588
94,1999-12-31,RTX US Equity,0.00045975715863056196
95,1999-12-31,SHW US Equity,0.0007059692596545997
96,1999-12-31,SJM US Equity,0.0024391740427415673
97,1999-12-31,SNA US Equity,0.0015426236539900834
98,1999-12-31,SO US Equity,0.024984056491459457
99,1999-12-31,SPG US Equity,0.0045237370107340386
100,1999-12-31,SPGI US Equity,0.0008234509993215362
101,1999-12-31,SRE US Equity,0.0015430115917568444
102,1999-12-31,STZ US Equity,0.001128066004573303
103,1999-12-31,SWK US Equity,0.0007704324846159095
104,1999-12-31,SYY US Equity,0.0021377140331148153
105,1999-12-31,TFC US Equity,0.00043202453148326016
106,1999-12-31,TMO US Equity,0.0006102612034238161
107,1999-12-31,TRV US Equity,0.000644773863620863
108,1999-12-31,TSN US Equity,0.022695482861188936
109,1999-12-31,TT US Equity,0.0018029274299477414
110,1999-12-31,TXT US Equity,0.0008419708881908507
111,1999-12-31,UNP US Equity,0.0019167127864375738
112,1999-12-31,VFC US Equity,0.013717595872042182
113,1999-12-31,VMC US Equity,0.0024769499300077895
114,1999-12-31,WEC US Equity,0.001838523833265165
115,1999-12-31,WELL US Equity,0.022871177253708307
116,1999-12-31,XEL US Equity,0.001563742517668987
117,1999-12-31,XRAY US Equity,0.0009209797467124498
118,1999-12-31,YUM US Equity,0.02553862009054361
119,1999-12-31,ZION US Equity,0.0008016478879735186
120,2000-12-01,A US Equity,0.005653041188285273
121,2000-12-01,ABT US Equity,0.006586197008205773
122,2000-12-01,ADM US Equity,0.006575833518762378
123,2000-12-01,ADP US Equity,0.0016343959824251565
124,2000-12-01,AEE US Equity,0.05
125,2000-12-01,AEP US Equity,0.008188536907411337
126,2000-12-01,AFL US Equity,0.0018122952498937832
127,2000-12-01,APD US Equity,0.0065168073684391745
128,2000-12-01,AVB US Equity,0.0023884298498945485
129,2000-12-01,AVY US Equity,0.006629561097629501
130,2000-12-01,AZO US Equity,0.006349356468304473
131,2000-12-01,BALL US Equity,0.001817862748764814
132,2000-12-01,BAX US Equity,0.001861590627148258
133,2000-12-01,BLK US Equity,0.01851803920830812
134,2000-12-01,BWA US Equity,0.001524299773188375
135,2000-12-01,BXP US Equity,0.0033172501342831387
136,2000-12-01,CAG US Equity,0.0070162108445669825
137,2000-12-01,CAH US Equity,0.0017523332703141895
138,2000-12-01,CHRW US Equity,0.0025185641097182463
139,2000-12-01,CI US Equity,0.006802940554793283
140,2000-12-01,CMA US Equity,0.0015462769872851435
141,2000-12-01,CMS US Equity,0.01851803920830812
142,2000-12-01,CNP US Equity,0.01851803920830812
143,2000-12-01,COP US Equity,0.003524815408941732
144,2000-12-01,CPB US Equity,0.00710595610702493
145,2000-12-01,CSX US Equity,0.0018628640183485554
146,2000-12-01,CTRA US Equity,0.0021112526130296293
147,2000-12-01,DHR US Equity,0.0014616465491646634
148,2000-12-01,DOV US Equity,0.0014329301131097221
149,2000-12-01,DRI US Equity,0.01851803920830812
150,2000-12-01,DTE US Equity,0.01851803920830812
151,2000-12-01,DUK US Equity,0.01851803920830812
152,2000-12-01,DVN US Equity,0.01851803920830812
153,2000-12-01,ECL US Equity,0.001939607623014104
154,2000-12-01,ED US Equity,0.01851803920830812
155,2000-12-01,EFX US Equity,0.003297493245612073
156,2000-12-01,EIX US Equity,0.0027268916112401427
157,2000-12-01,EL US Equity,0.01851803920830812
158,2000-12-01,EMN US Equity,0.006645092894934558
159,2000-12-01,EQR US Equity,0.01851803920830812
160,2000-12-01,ES US Equity,0.001985905907441556
161,2000-12-01,ETN US Equity,0.0016235078769348318
162,2000-12-01,ETR US Equity,0.01851803920830812
163,2000-12-01,EW US Equity,0.007547174302816686
164,2000-12-01,EXC US Equity,0.01851803920830812
165,2000-12-01,EXPE US Equity,0.01851803920830812
166,2000-12-01,FE US Equity,0.01851803920830812
167,2000-12-01,FIS US Equity,0.01851803920830812
168,2000-12-01,FMC US Equity,0.006820052923645055
169,2000-12-01,GD US Equity,0.002283159232917956
170,2000-12-01,GIS US Equity,0.008931073003647873
171,2000-12-01,GL US Equity,0.0015955570610047022
172,2000-12-01,GPC US Equity,0.0017670922197687636
173,2000-12-01,HES US Equity,0.006431276443199312
174,2000-12-01,HIG US Equity,0.015401075217519952
175,2000-12-01,HRL US Equity,0.006791311366346724
176,2000-12-01,HST US Equity,0.011939453331418446
177,2000-12-01,HSY US Equity,0.01851803920830812
178,2000-12-01,IFF US Equity,0.0017015764090051121
179,2000-12-01,IPG US Equity,0.0017925174403302419
180,2000-12-01,IRM US Equity,0.010011300069300977
181,2000-12-01,ITW US Equity,0.0016804784516173026
182,2000-12-01,J US Equity,0.001974558328653277
183,2000-12-01,K US Equity,0.006677407339470636
184,2000-12-01,KIM US Equity,0.007572171867706144
185,2000-12-01,L US Equity,0.0017102751285765969
186,2000-12-01,LIN US Equity,0.007773305817209244
187,2000-12-01,LUV US Equity,0.006378629951969972
188,2000-12-01,MAR US Equity,0.01851803920830812
189,2000-12-01,MCO US Equity,0.001953573071205617
190,2000-12-01,MKC US Equity,0.006459229467121377
191,2000-12-01,MO US Equity,0.006722411922859189
192,2000-12-01,MTB US Equity,0.01851803920830812
193,2000-12-01,NEE US Equity,0.01851803920830812
194,2000-12-01,NFLX US Equity,0.01851803920830812
195,2000-12-01,NI US Equity,0.003623635101907216
196,2000-12-01,NOC US Equity,0.0018706092010749922
197,2000-12-01,NUE US Equity,0.0063950835809992515
198,2000-12-01,OKE US Equity,0.00664668470959164
199,2000-12-01,OXY US Equity,0.002501824122496492
200,2000-12-01,PEAK US Equity,0.0017144314622877857
201,2000-12-01,PEG US Equity,0.01851803920830812
202,2000-12-01,PFG US Equity,0.004582506407565167
203,2000-12-01,PLD US Equity,0.05
204,2000-12-01,PNC US Equity,0.001494050952820754
205,2000-12-01,PNW US Equity,0.01851803920830812
206,2000-12-01,PPG US Equity,0.006921604874042317
207,2000-12-01,PPL US Equity,0.026188344614985648
208,2000-12-01,PSA US Equity,0.007392659044285505
209,2000-12-01,PXD US Equity,0.0034130947153124236
210,2000-12-01,RF US Equity,0.0015015636293401295
211,2000-12-01,RL US Equity,0.01851803920830812
212,2000-12-01,RSG US Equity,0.01851803920830812
213,2000-12-01,RTX US Equity,0.0015278859788770845
214,2000-12-01,SEE US Equity,0.003460499783617336
215,2000-12-01,SHW US Equity,0.001666599626348684
216,2000-12-01,SJM US Equity,0.0018244318530080631
217,2000-12-01,SNA US Equity,0.0016463508018850215
218,2000-12-01,SO US Equity,0.01851803920830812
219,2000-12-01,SPG US Equity,0.0030986388880383867
220,2000-12-01,SPGI US Equity,0.0016779867599825222
221,2000-12-01,SRE US Equity,0.0127332485190191
222,2000-12-01,STZ US Equity,0.001553051755515481
223,2000-12-01,SWK US Equity,0.001662486611338214
224,2000-12-01,SYY US Equity,0.007393517443745845
225,2000-12-01,TAP US Equity,0.0015882452757389944
226,2000-12-01,TFC US Equity,0.0015146522609580206
227,2000-12-01,TRV US Equity,0.001633907165385995
228,2000-12-01,TSN US Equity,0.006661503454284664
229,2000-12-01,TXT US Equity,0.0041342805378112935
230,2000-12-01,UNP US Equity,0.0017608368363174129
231,2000-12-01,VFC US Equity,0.002646433698892939
232,2000-12-01,VLO US Equity,0.003930121818457983
233,2000-12-01,VMC US Equity,0.007418697196797936
234,2000-12-01,WBA US Equity,0.001694776803963491
235,2000-12-01,WEC US Equity,0.01851803920830812
236,2000-12-01,WELL US Equity,0.0018558227900725161
237,2000-12-01,XEL US Equity,0.01851803920830812
238,2000-12-01,XRAY US Equity,0.0019031427603227965
239,2000-12-01,YUM US Equity,0.002655322313170683
240,2001-11-30,A US Equity,0.011168564212424383
241,2001-11-30,ABT US Equity,0.009908702140522776
242,2001-11-30,ADM US Equity,0.0006776506982709532
243,2001-11-30,ADP US Equity,0.00020015299195856446
244,2001-11-30,AEE US Equity,0.03055307570578657
245,2001-11-30,AEP US Equity,0.01906983687329272
246,2001-11-30,AFL US Equity,0.0005101562275067649
247,2001-11-30,AIZ US Equity,0.01906983687329272
248,2001-11-30,APA US Equity,0.01906983687329272
249,2001-11-30,APD US Equity,0.00043743969442160016
250,2001-11-30,APH US Equity,0.002003766230002596
251,2001-11-30,AVB US Equity,0.007866646630921844
252,2001-11-30,AVY US Equity,0.0005972127202923031
253,2001-11-30,BALL US Equity,0.0003051846507651941
254,2001-11-30,BAX US Equity,0.010312223740357264
255,2001-11-30,BDX US Equity,0.0003359080879789496
256,2001-11-30,BLK US Equity,0.009811241505583762
257,2001-11-30,BXP US Equity,0.0012213651405757883
258,2001-11-30,CAG US Equity,0.027569217760115016
259,2001-11-30,CAH US Equity,0.001064444816342795
260,2001-11-30,CHRW US Equity,0.0007627337551841022
261,2001-11-30,CI US Equity,0.003087344367888051
262,2001-11-30,CINF US Equity,0.00034479962298136145
263,2001-11-30,CLX US Equity,0.00034594135637373754
264,2001-11-30,CMA US Equity,0.00030233114480233286
265,2001-11-30,CMS US Equity,0.01906983687329272
266,2001-11-30,CNP US Equity,0.01906983687329272
267,2001-11-30,COP US Equity,0.00204888828216007
268,2001-11-30,COR US Equity,0.009443010680736691
269,2001-11-30,CPB US Equity,0.020149061075447523
270,2001-11-30,CTSH US Equity,0.01906983687329272
271,2001-11-30,DGX US Equity,0.009352699012412568
272,2001-11-30,DRI US Equity,0.01906983687329272
273,2001-11-30,DTE US Equity,0.01906983687329272
274,2001-11-30,DUK US Equity,0.01906983687329272
275,2001-11-30,DVN US Equity,0.010749282203992924
276,2001-11-30,ECL US Equity,0.0002771426097926194
277,2001-11-30,ED US Equity,0.01906983687329272
278,2001-11-30,EFX US Equity,0.00027590155515496795
279,2001-11-30,EL US Equity,0.010264818907703534
280,2001-11-30,EMN US Equity,0.0003768387672825355
281,2001-11-30,EOG US Equity,0.01906983687329272
282,2001-11-30,EQR US Equity,0.01906983687329272
283,2001-11-30,ES US Equity,0.011442225521687943
284,2001-11-30,ETN US Equity,0.00020576930944126806
285,2001-11-30,ETR US Equity,0.01906983687329272
286,2001-11-30,EW US Equity,0.0030809902910652644
287,2001-11-30,EXC US Equity,0.01906983687329272
288,2001-11-30,FE US Equity,0.01110451393017696
289,2001-11-30,FFIV US Equity,0.01906983687329272
290,2001-11-30,FIS US Equity,0.009949725997561795
291,2001-11-30,FMC US Equity,0.0009947230192489155
292,2001-11-30,GD US Equity,0.00022759832063814253
293,2001-11-30,GIS US Equity,0.002001261897080888
294,2001-11-30,GL US Equity,0.0009536426862262456
295,2001-11-30,GPC US Equity,0.0003264348201113588
296,2001-11-30,HES US Equity,0.011454644153394913
297,2001-11-30,HIG US Equity,0.010578396358875267
298,2001-11-30,HRL US Equity,0.0021792392696203342
299,2001-11-30,HST US Equity,0.009276150797142457
300,2001-11-30,HSY US Equity,0.01906983687329272
301,2001-11-30,ICE US Equity,0.010523600037277958
302,2001-11-30,IFF US Equity,0.0002945286931670366
303,2001-11-30,IRM US Equity,0.0029040677218051297
304,2001-11-30,ITW US Equity,0.00019422909418869157
305,2001-11-30,J US Equity,0.000751861183448372
306,2001-11-30,K US Equity,0.013221099060479883
307,2001-11-30,KEY US Equity,0.00030082433179639395
308,2001-11-30,KIM US Equity,0.009921313812275461
309,2001-11-30,KR US Equity,0.010868035133549616
310,2001-11-30,L US Equity,0.010375953874638999
311,2001-11-30,LIN US Equity,0.0005756677111443269
312,2001-11-30,LMT US Equity,0.001051246832436298
313,2001-11-30,MAR US Equity,0.010519217032746086
314,2001-11-30,MCO US Equity,0.0016993118319903297
315,2001-11-30,MKC US Equity,0.010516331687482052
316,2001-11-30,MO US Equity,0.01906983687329272
317,2001-11-30,MTB US Equity,0.01906983687329272
318,2001-11-30,NEE US Equity,0.01906983687329272
319,2001-11-30,NEM US Equity,0.01906983687329272
320,2001-11-30,NI US Equity,0.011381647121470289
321,2001-11-30,NOC US Equity,0.010312895437670555
322,2001-11-30,OKE US Equity,0.0017553932574742284
323,2001-11-30,OXY US Equity,0.01150585019938708
324,2001-11-30,PEAK US Equity,0.0004080218354483291
325,2001-11-30,PEG US Equity,0.01906983687329272
326,2001-11-30,PLD US Equity,0.01906983687329272
327,2001-11-30,PNC US Equity,0.00019686073538324324
328,2001-11-30,PNW US Equity,0.01906983687329272
329,2001-11-30,PPG US Equity,0.0004776486872438912
330,2001-11-30,PPL US Equity,0.01906983687329272
331,2001-11-30,PSA US Equity,0.005553711487479906
332,2001-11-30,PXD US Equity,0.0006650838664749912
333,2001-11-30,RF US Equity,0.00020505304820144516
334,2001-11-30,RL US Equity,0.009629281320877285
335,2001-11-30,RSG US Equity,0.011683612041386305
336,2001-11-30,SEE US Equity,0.00326242460274072
337,2001-11-30,SHW US Equity,0.0002988666037869185
338,2001-11-30,SNA US Equity,0.0002194357228017973
339,2001-11-30,SO US Equity,0.01906983687329272
340,2001-11-30,SPG US Equity,0.00343203323226863
341,2001-11-30,SPGI US Equity,0.00022168311825736088
342,2001-11-30,SRE US Equity,0.04317829374794523
343,2001-11-30,STZ US Equity,0.000787974815164986
344,2001-11-30,SYK US Equity,0.0003964279937835416
345,2001-11-30,SYY US Equity,0.012138227493029839
346,2001-11-30,TAP US Equity,0.010250201233635231
347,2001-11-30,TEL US Equity,0.0007660190681916272
348,2001-11-30,TFC US Equity,0.00024602016100816736
349,2001-11-30,TRV US Equity,0.000475433548532166
350,2001-11-30,UNP US Equity,0.00023524127291118957
351,2001-11-30,VFC US Equity,0.0005500432365492489
352,2001-11-30,VLO US Equity,0.0010847490596550549
353,2001-11-30,VMC US Equity,0.00041425561028600585
354,2001-11-30,WEC US Equity,0.01906983687329272
355,2001-11-30,WELL US Equity,0.0004745362623598868
356,2001-11-30,XEL US Equity,0.01906983687329272
357,2001-11-30,XRAY US Equity,0.0009116919228259285
358,2001-11-30,YUM US Equity,0.001958232379186671
359,2001-11-30,ZION US Equity,0.0002212035912407839
360,2002-11-01,A US Equity,0.025444951923172223
361,2002-11-01,ABT US Equity,0.0010352245698447375
362,2002-11-01,ADM US Equity,0.0005362457075288153
363,2002-11-01,AEE US Equity,0.00208965775228108
364,2002-11-01,AIZ US Equity,0.010577885009674734
365,2002-11-01,ALL US Equity,0.0002661161804266177
366,2002-11-01,AMT US Equity,0.025444951923172223
367,2002-11-01,APA US Equity,0.01037303734995702
368,2002-11-01,APD US Equity,0.0002630108285786859
369,2002-11-01,APH US Equity,0.016019831381488412
370,2002-11-01,AVB US Equity,0.001007209465471249
371,2002-11-01,AVY US Equity,0.0002777258057605091
372,2002-11-01,BALL US Equity,0.00021166977172050317
373,2002-11-01,BDX US Equity,0.00032307961402612377
374,2002-11-01,BKNG US Equity,0.0156647782601549
375,2002-11-01,BLK US Equity,0.025444951923172223
376,2002-11-01,BXP US Equity,0.0009345452103536068
377,2002-11-01,CAG US Equity,0.01071231906441871
378,2002-11-01,CAH US Equity,0.00028265646895802573
379,2002-11-01,CHRW US Equity,0.015690793903743925
380,2002-11-01,CINF US Equity,0.00020035940748829752
381,2002-11-01,CLX US Equity,0.00034339580152463337
382,2002-11-01,COP US Equity,0.00044185025012894385
383,2002-11-01,COR US Equity,0.0106497239365906
384,2002-11-01,CPB US Equity,0.0016159766788048024
385,2002-11-01,CTSH US Equity,0.025444951923172223
386,2002-11-01,DGX US Equity,0.025444951923172223
387,2002-11-01,DHI US Equity,0.025444951923172223
388,2002-11-01,DRI US Equity,0.025444951923172223
389,2002-11-01,DTE US Equity,0.002212072116473856
390,2002-11-01,DVA US Equity,0.0012001045089574704
391,2002-11-01,DVN US Equity,0.0015092653876543755
392,2002-11-01,ECL US Equity,0.00024182420618385514
393,2002-11-01,ED US Equity,0.010374316196103009
394,2002-11-01,EFX US Equity,0.00022384441608998615
395,2002-11-01,EL US Equity,0.025045427714158963
396,2002-11-01,EMN US Equity,0.0002459016563967824
397,2002-11-01,EOG US Equity,0.010342708043250371
398,2002-11-01,EQR US Equity,0.0008247717098882916
399,2002-11-01,ES US Equity,0.00045016691551917436
400,2002-11-01,ETN US Equity,0.00017228639790064183
401,2002-11-01,ETR US Equity,0.010368490164746502
402,2002-11-01,EW US Equity,0.025444951923172223
403,2002-11-01,EXC US Equity,0.010358511867701035
404,2002-11-01,EXPD US Equity,0.010485196272109962
405,2002-11-01,FE US Equity,0.025444951923172223
406,2002-11-01,FFIV US Equity,0.025444951923172223
407,2002-11-01,FMC US Equity,0.000328966505841018
408,2002-11-01,GIS US Equity,0.0007746784739099986
409,2002-11-01,GL US Equity,0.000272618093514521
410,2002-11-01,GPC US Equity,0.00026815622509960467
411,2002-11-01,GWW US Equity,0.0001973426336236083
412,2002-11-01,HBAN US Equity,0.00015595816062120233
413,2002-11-01,HES US Equity,0.0004993884839807814
414,2002-11-01,HIG US Equity,0.025444951923172223
415,2002-11-01,HRL US Equity,0.0006621225989462517
416,2002-11-01,HST US Equity,0.000298972884695598
417,2002-11-01,HSY US Equity,0.025444951923172223
418,2002-11-01,IFF US Equity,0.00028161616733849207
419,2002-11-01,IRM US Equity,0.010581365142494841
420,2002-11-01,ITW US Equity,0.0001634082352663389
421,2002-11-01,K US Equity,0.010410995609976034
422,2002-11-01,KEY US Equity,0.00019058691020115465
423,2002-11-01,KIM US Equity,0.000997081609184601
424,2002-11-01,KMB US Equity,0.010387929433841033
425,2002-11-01,KMX US Equity,0.025444951923172223
426,2002-11-01,KR US Equity,0.0011646592624419277
427,2002-11-01,L US Equity,0.00039401537061299857
428,2002-11-01,MAR US Equity,0.010917080986470928
429,2002-11-01,MCK US Equity,0.00037319607728459345
430,2002-11-01,MCO US Equity,0.015762442651752216
431,2002-11-01,MKC US Equity,0.0006480418592514905
432,2002-11-01,MO US Equity,0.010760321859331297
433,2002-11-01,MTB US Equity,0.025444951923172223
434,2002-11-01,NDAQ US Equity,0.025444951923172223
435,2002-11-01,NEE US Equity,0.010342301747296643
436,2002-11-01,NEM US Equity,0.025444951923172223
437,2002-11-01,NFLX US Equity,0.025444951923172223
438,2002-11-01,NI US Equity,0.0004088649374588579
439,2002-11-01,NRG US Equity,0.015363864061076045
440,2002-11-01,OKE US Equity,0.00027384168667109274
441,2002-11-01,ORLY US Equity,0.025444951923172223
442,2002-11-01,OXY US Equity,0.00044918529463551884
443,2002-11-01,PEAK US Equity,0.021612933913682488
444,2002-11-01,PEG US Equity,0.008708463220715069
445,2002-11-01,PGR US Equity,0.00025374445590021653
446,2002-11-01,PLD US Equity,0.018160201285922817
447,2002-11-01,PNW US Equity,0.010343580284131232
448,2002-11-01,PPG US Equity,0.0002844599039647953
449,2002-11-01,PPL US Equity,0.0010445759928336639
450,2002-11-01,PSA US Equity,0.002366888631020784
451,2002-11-01,PWR US Equity,0.025444951923172223
452,2002-11-01,PXD US Equity,0.015754271969257116
453,2002-11-01,RF US Equity,0.00016969461028542448
454,2002-11-01,RL US Equity,0.025444951923172223
455,2002-11-01,RSG US Equity,0.01078286564583354
456,2002-11-01,SEE US Equity,0.025444951923172223
457,2002-11-01,SJM US Equity,0.0002339425956902143
458,2002-11-01,SNA US Equity,0.00018109574320247923
459,2002-11-01,SO US Equity,0.010360112546380118
460,2002-11-01,SPG US Equity,0.0007197267322083923
461,2002-11-01,SPGI US Equity,0.0001988282089504329
462,2002-11-01,SRE US Equity,0.025444951923172223
463,2002-11-01,STZ US Equity,0.00036186865750080125
464,2002-11-01,SYK US Equity,0.0003638675448252934
465,2002-11-01,SYY US Equity,0.0007063471536966972
466,2002-11-01,TAP US Equity,0.0006471097990291301
467,2002-11-01,TEL US Equity,0.0014853523418841884
468,2002-11-01,TFC US Equity,0.000195469182848897
469,2002-11-01,UNP US Equity,0.0002292556339040428
470,2002-11-01,VFC US Equity,0.00029573688009065026
471,2002-11-01,VMC US Equity,0.00026887988078489486
472,2002-11-01,VTR US Equity,0.01546991996981796
473,2002-11-01,WAT US Equity,0.01102832525289546
474,2002-11-01,WBA US Equity,0.0004086518786417867
475,2002-11-01,WEC US Equity,0.0021102152262392104
476,2002-11-01,WELL US Equity,0.0004987855046495918
477,2002-11-01,XRAY US Equity,0.00043023754796830016
478,2002-11-01,YUM US Equity,0.017443383537555913
479,2002-11-01,ZION US Equity,0.0001912830030219164
480,2003-10-31,A US Equity,0.01990668603786988
481,2003-10-31,ABT US Equity,0.0002676808302625226
482,2003-10-31,ADM US Equity,0.00043026953623287266
483,2003-10-31,AEE US Equity,0.008887680335064955
484,2003-10-31,AFL US Equity,0.0002435995892295355
485,2003-10-31,AIZ US Equity,0.004363703278261726
486,2003-10-31,ALL US Equity,0.00039177505756231307
487,2003-10-31,AMT US Equity,0.001443961637608461
488,2003-10-31,APA US Equity,0.0009483599689256248
489,2003-10-31,APD US Equity,0.0002009397062714797
490,2003-10-31,APH US Equity,0.0009627025545218157
491,2003-10-31,AVB US Equity,0.002291183818709402
492,2003-10-31,AVY US Equity,0.0002080403805823588
493,2003-10-31,BALL US Equity,0.00022327199632652566
494,2003-10-31,BAX US Equity,0.000417375749429205
495,2003-10-31,BDX US Equity,0.00026630163938381617
496,2003-10-31,BLK US Equity,0.03901658098005852
497,2003-10-31,BXP US Equity,0.007381067535637622
498,2003-10-31,CAG US Equity,0.0012112138706120868
499,2003-10-31,CBRE US Equity,0.03901658098005852
500,2003-10-31,CHRW US Equity,0.0008081829666912807
501,2003-10-31,CINF US Equity,0.00023829624371787217
502,2003-10-31,CL US Equity,0.0005527773534069632
503,2003-10-31,CLX US Equity,0.0005355141527950979
504,2003-10-31,CMA US Equity,0.00021936670908764437
505,2003-10-31,COP US Equity,0.0004121877866488322
506,2003-10-31,COR US Equity,0.022319564411194665
507,2003-10-31,CPB US Equity,0.0006231609505828832
508,2003-10-31,CTRA US Equity,0.0004346583948856583
509,2003-10-31,CTSH US Equity,0.01918790111937845
510,2003-10-31,DGX US Equity,0.02372114560553233
511,2003-10-31,DHI US Equity,0.04740592955602339
512,2003-10-31,DRI US Equity,0.019723758383428693
513,2003-10-31,DTE US Equity,0.000578278003665487
514,2003-10-31,DVA US Equity,0.03901658098005852
515,2003-10-31,DVN US Equity,0.021017956564404385
516,2003-10-31,ECL US Equity,0.0002232187380358345
517,2003-10-31,ED US Equity,0.0010101179276316868
518,2003-10-31,EL US Equity,0.02510250821435858
519,2003-10-31,EOG US Equity,0.000629456995098009
520,2003-10-31,EQR US Equity,0.00044112367992328106
521,2003-10-31,ES US Equity,0.00048020337085286237
522,2003-10-31,ETR US Equity,0.019130998971545708
523,2003-10-31,EW US Equity,0.025912876607398678
524,2003-10-31,EXC US Equity,0.0007480196087155032
525,2003-10-31,EXPD US Equity,0.021579187124848454
526,2003-10-31,FDX US Equity,0.00018740450670057878
527,2003-10-31,FE US Equity,0.03901658098005852
528,2003-10-31,FIS US Equity,0.02158215935068909
529,2003-10-31,GIS US Equity,0.0008934579364816891
530,2003-10-31,GL US Equity,0.0002959421346139179
