"Date","CLI","CM_1M","CM_3M","CM_6M","CM_1Y","CM_2Y","CM_3Y","CM_5Y","CM_7Y","CM_10Y","CM_20Y","CM_30Y","DJ_ret","Volume_DJ_chg","RF_rate","AA","AAA","BBB","A","GDP_chg","High_Qua_2Y","High_Qua_5Y","High_Qua_10Y","High_Qua_30Y","Ind_Prod_chg","Perso_Cons_Exp_chg","CPI_chg","SaleTrade_chg","Cons_Sentiment","Unempl_Rate","SP500_ret","Volume_SP500_chg","PPIACO_chg","Rend_1M","Rend_3M","Rend_6M","Rend_1Y","Rend_2Y","Rend_3Y","Rend_5Y","Rend_7Y","Rend_10Y","Rend_20Y","Rend_30Y","StressIndicator_SL","Spread_10Y2Y","VIX","beta_0_realized","beta_1_realized","beta_2_realized","lambda_realized"
1999-06-01,101.0497,3.67,4.77,4.97,5.09,5.54,5.63,5.74,5.99,5.78,6.27,5.94,-0.0117314895312219,-0.110833892632546,4.76,6.73045454545455,6.655,7.54090909090909,6.98681818181818,0.012168706932512,6.3,6.8,7.13,7.48,-0.000672265874385625,0.00452495948396203,0,0.00288883603260759,107.3,4.3,0.0522022837134761,-0.119817447741075,0.00400962309542896,2.21,4.753,4.794,2.254,5.516,4.385,5.649,2.698,5.785,1.178,5.964,0.0481,0.280909090909091,23.6263636363636,5.76403763034062,-1.36974706746426,0.785529498382244,0.999950705261653
1999-07-01,101.1277,3.67,4.68,5.01,5.09,5.58,5.65,5.73,5.98,5.85,6.32,6.02,0.0392089917479659,-0.0396994425402973,4.99,6.67130434782609,6.59739130434783,7.49565217391304,6.93521739130435,0.0168394356202519,6.24,6.72,7.06,7.44,0.00595626429243845,0.00436081337955052,0.00421686746987948,0.00881834215167543,106,4.3,-0.0280974015667674,-0.280182236598914,0.0039936102236422,2.21,4.745,4.75,2.254,5.617,4.967,5.793,2.698,5.902,1.178,6.107,0.13472,0.237142857142857,21.0490476190476,5.91420017796329,-1.27107796998656,0.377419082625626,0.999950705261653
1999-08-01,101.1846,3.67,4.85,4.97,5.15,5.65,5.76,5.85,6.11,5.92,6.4,6.13,-0.00848392003802945,0.0291336663904374,5.07,6.93590909090909,6.85818181818182,7.76045454545455,7.20590909090909,0.0168394356202519,6.46,7.02,7.31,7.65,0.00435463149449911,0.00704561358865052,0.00239952009598077,0.0111905209704721,104.5,4.2,-0.00517813092145236,0.235644610358341,0.00954653937947492,2.21,4.972,4.982,2.254,5.736,5.619,5.874,2.698,5.974,1.178,6.066,0.209325,0.260909090909091,24.3236363636364,6.05723460005144,-1.61898996647098,0.724918593503939,0.999950705261653
1999-09-01,101.2347,3.67,4.97,5.21,5.3,5.74,5.82,5.88,6.2,5.99,6.5,6.08,0.00965764604784924,0.106112647775817,5.22,6.92636363636364,6.83818181818182,7.78136363636364,7.23636363636364,0.0168394356202519,6.46,6.97,7.25,7.68,-0.00419498701844234,0.00862300415357176,0.00418910831837227,0.00386784237802562,107.2,4.2,-0.0250833950372927,0.175243255421166,0.0086682427107958,2.21,4.794,4.866,2.254,5.591,6.082,5.752,2.698,5.881,1.178,6.049,0.263425,0.253333333333333,24.5414285714286,6.03754344382777,-1.26183110327196,0.724608280548388,0.999950705261653
1999-10-01,101.2864,3.67,4.88,5.01,5.3,5.73,5.83,5.9,6.22,6,6.57,6.15,-0.0626976228510592,-0.0979967480367381,5.2,7.06181818181818,6.96954545454545,7.94590909090909,7.37227272727273,0.02204513728516,6.64,7.16,7.41,7.82,0.0128803032665776,0.00389884913489391,0.001787842669845,0.000303182149308689,103.2,4.1,0.0670748983634168,0.171793987951613,-0.00234374999999998,2.21,5.093,5.093,2.254,5.765,6.346,5.944,2.698,6.028,1.178,6.166,0.3152,0.2495,24.0214285714286,6.02032810764345,-1.40111099777058,0.437020623067327,0.999950705261653
1999-11-01,101.3406,3.67,5.16,5.32,5.47,5.83,5.93,6,6.23,6.06,6.55,6.19,0.0405552167187386,0.254824872307303,5.42,6.95227272727273,6.85681818181818,7.83545454545455,7.25272727272727,0.02204513728516,6.63,7,7.24,7.6,0.00530436111744903,0.00581776211123941,0.00178465199286149,0.0125908744574894,107.2,4.1,0.0166509540798758,-0.364717872431659,0.00469851213782313,2.21,5.285,5.316,2.254,6.026,6.484,6.111,2.698,6.193,1.178,6.288,0.09435,0.172,21.8180952380952,6.13690842274146,-1.22605531523375,0.481286043733714,0.999950705261653
1999-12-01,101.3789,3.67,5.27,5.58,5.73,6.04,6.11,6.14,6.32,6.21,6.65,6.3,0.0157850866294649,-0.0615057740149396,5.3,7.14086956521739,7.05608695652174,7.99608695652174,7.42347826086957,0.02204513728516,6.86,7.2,7.46,7.77,0.00803740727233859,0.0143129623024796,0.00237529691211402,0.0205409405347878,105.4,4,0.0545213884998828,-0.0280937155616263,-0.00389711613406085,2.21,5.207,5.229,2.254,6.243,6.272,6.342,2.698,6.435,1.178,6.482,0.1043,0.170909090909091,22.1590909090909,6.25825834789996,-1.1121142496245,0.665783941995608,0.999950705261653
2000-01-01,101.3746,3.67,5.48,5.81,6.09,6.38,6.42,6.5,6.65,6.58,6.94,6.61,0.0369384610108372,-0.0255847003263525,5.45,7.5,7.43904761904762,8.23904761904762,7.69619047619048,0.0103038645097877,7.19,7.56,7.82,7.98,-0.000737764584239575,0.000290475462467521,0.00296208530805697,-0.00834674216347231,112,4,-0.0474549599800062,0.289983567748683,0.00391236306729281,2.21,5.692,5.697,2.254,6.612,6.428,6.685,2.698,6.662,1.178,6.488,-0.049575,0.221,23.202,6.45953535896899,-1.29727063318922,0.995641614949273,0.999950705261653
2000-02-01,101.3109,3.67,5.71,5.95,6.3,6.6,6.63,6.68,6.71,6.62,6.66,6.43,-0.046174290552271,0.209141667925797,5.73,7.51285714285714,7.3947619047619,8.15476190476191,7.6952380952381,0.0103038645097877,7.39,7.74,7.83,7.9,0.00339731649186059,0.0125938039707165,0.00413467217956276,0.0151867431275572,111.3,4.1,-0.0152259392458205,0.192430605699531,0.0116913484021823,2.21,5.792,5.78,2.254,6.534,6.886,6.593,2.698,6.409,1.178,6.135,0.088325,-0.091,23.5955,6.48078550665219,-1.08620437031588,2.11707687545375,0.797010619527928
2000-03-01,101.2154,3.67,5.76,6.02,6.17,6.52,6.54,6.59,6.63,6.39,6.48,6.16,-0.073346741710866,-0.0437212735964566,5.85,7.50086956521739,7.31260869565217,8.17521739130435,7.65913043478261,0.0103038645097877,7.36,7.67,7.75,7.92,0.00389815524381465,0.00923731755543145,0.00588235294117645,0.0108929200066361,107.1,4,0.0941335795129101,0.324473903956546,0.00770416024653309,2.21,5.86,5.86,2.254,6.483,7.059,6.316,2.698,6.002,1.178,5.831,-0.00264,-0.271739130434783,22.7182608695652,5.99893617533058,-0.372661925475177,2.66859124236876,0.551787926790903
2000-04-01,101.0973,3.67,5.87,6.18,6.23,6.45,6.41,6.3,6.25,6,6.19,5.84,0.079767970597703,0.297110006983991,6.02,7.4175,7.1935,8.294,7.6095,0.0245487508271947,7.33,7.57,7.67,7.91,0.00641197568118423,-0.00110670754505338,-0.000584795321637355,-0.0159871910337236,109.2,3.8,-0.0326683412080034,-0.074107746161169,-0.000764525993883991,2.21,5.813,5.812,2.254,6.698,7.625,6.54,2.698,6.218,1.178,5.964,0.362625,-0.413157894736842,27.1642105263158,5.75340838107826,-0.183117648379316,2.80736595789293,0.99993395914561
2000-05-01,100.9511,3.67,6,6.25,6.24,6.73,6.68,6.59,6.55,6.29,6.33,5.98,0.00117606146835358,-0.14466734779163,6.27,7.8904347826087,7.6395652173913,8.80913043478261,8.12434782608696,0.0245487508271947,7.76,8.09,8.22,8.36,0.00273834262298256,0.00458145558533318,0.00175541252194256,0.00150509903144846,110.7,4,-0.0157226076460083,-0.297593591518638,0.00688599846977822,2.21,5.613,5.619,2.254,6.684,7.79,6.567,2.698,6.285,1.178,6,0.378325,-0.369090909090909,26.3731818181818,5.84059034699431,-0.305747975925654,3.26701245419836,0.797010619527928
2000-06-01,100.7858,3.67,5.74,6.27,6.32,6.61,6.56,6.44,6.44,6.2,6.33,5.95,-0.00858975619200331,-0.0593399964909197,6.53,7.6,7.35181818181818,8.50727272727273,7.89,0.0245487508271947,7.43,7.7,7.87,8.01,0.000753193540612207,0.00554421211082468,0.00584112149532712,0.00795691325380488,106.4,4,0.0172868349335111,-0.210390997615262,0.0167173252279638,2.21,5.86,5.86,2.254,6.366,7.368,6.186,2.698,6.027,1.178,5.898,0.38552,-0.384545454545455,21.54,5.92642830027145,-0.597518973752685,3.61008930269603,0.999950705261653
2000-07-01,100.6021,3.67,6,6.24,6.07,6.31,6.24,6.12,6.19,6,6.22,5.87,-0.0183456616664084,-0.00725656534079266,6.54,7.49714285714286,7.28333333333333,8.36857142857143,7.78952380952381,0.00687421201984462,7.33,7.6,7.78,7.9,-0.00173964278188021,0.00320147030488083,0.00290360046457616,-0.00396518375241783,108.3,4,-0.0133853793236002,-0.16017727651676,-0.000747384155456055,2.21,6.203,6.214,2.254,6.317,6.892,6.155,2.698,6.04,1.178,5.783,0.129575,-0.285,19.893,5.8197098564023,-0.124581026932554,2.14194246523805,0.999950705261653
2000-08-01,100.3853,3.67,6.25,6.39,6.09,6.27,6.2,6.12,6.14,6,6.09,5.74,0.0114436408655483,-0.14369125506362,6.5,7.39913043478261,7.09913043478261,8.22347826086957,7.63739130434783,0.00687421201984462,7.23,7.46,7.62,7.82,-0.00267755784321955,0.00506759252419298,0,0.00161828009191822,107.3,4.1,0.0653415337814531,-0.0413429093997852,-0.00598354525056088,2.21,6.307,6.312,2.254,6.192,6.904,5.975,2.698,5.729,1.178,5.665,0.010175,-0.402608695652174,18.0886956521739,5.685165549028,0.568177832260471,0.978205092854644,0.47818961220653
2000-09-01,100.1324,3.67,6.27,6.32,6.18,6.09,6.01,5.92,5.91,5.68,5.95,5.67,0.0555516914256255,0.114129314382978,6.52,7.31545454545455,7.02181818181818,8.16772727272727,7.55545454545455,0.00687421201984462,7.06,7.29,7.61,7.93,0.00397528218995813,0.0126124536955372,0.00521134916039379,0.0172108766600962,106.8,3.9,-0.0572306408792985,0.105870630241634,0.0135440180586905,2.21,6.209,6.22,2.254,6.004,6.708,5.858,2.698,5.808,1.178,5.888,0.05854,-0.2825,19.6875,7.65205958273101,-1.28483064676032,-4.68131877879551,0.0613189910827793
2000-10-01,99.8263,3.67,6.27,6.33,6.06,5.98,5.92,5.86,5.95,5.83,6.18,5.93,-0.0290878496616821,0.29007609987192,6.51,7.21636363636364,6.93272727272727,8.22,7.48681818181818,0.0113953401598055,6.96,7.24,7.59,7.98,-0.00347979299803258,0.000754870365531346,0.00172811059907851,-0.00244602659656845,105.8,3.9,-0.00217772015033024,0.575862830490358,0.00519673348181149,2.21,6.351,6.371,2.254,5.948,5.925,5.813,2.698,5.761,1.178,5.787,0.378,-0.173809523809524,25.2,5.94771685482896,0.357270349232354,-0.955770918780892,0.311863771714541
2000-11-01,99.47723,3.67,6.37,6.35,6.1,5.88,5.82,5.79,5.83,5.74,6,5.78,0.0432700928099474,0.317859052110627,6.51,7.17090909090909,6.94,8.36863636363636,7.53545454545455,0.0113953401598055,6.98,7.28,7.58,7.95,0.000215885269932103,0.00232092604949385,0.00172512938470382,-0.00354269746557812,107.6,3.9,-0.074652782353322,-0.12159991120698,-0.00295420974889227,2.21,6.207,6.218,2.254,5.658,5.858,5.444,2.698,5.478,1.178,5.609,0.305075,-0.158095238095238,26.3828571428571,5.78636848642172,0.772952185463161,-0.881065862283395,0.652082396417305
2000-12-01,99.10059,3.67,6.23,6.19,5.93,5.62,5.55,5.46,5.56,5.52,5.82,5.64,-0.0456950176840211,-0.234171017528321,6.4,6.75380952380952,6.47666666666667,8.10047619047619,7.2047619047619,0.0113953401598055,6.58,6.85,7.18,7.71,-0.00340917184859346,0.0061362123361024,0.00229621125143509,0.00130627049786081,98.4,3.9,-0.008268447385263,0.0556273488368531,0.00888888888888872,2.21,5.869,5.869,2.254,5.129,5.997,4.984,2.698,5.112,1.178,5.456,0.63918,-0.1115,26.5305,5.68031572465655,0.694310788022879,-1.76598202840301,0.47818961220653
2001-01-01,98.75633,3.67,5.87,5.58,5.11,4.87,4.82,4.76,4.97,4.92,5.46,5.35,0.0148754353860661,0.113109748460925,5.98,6.37954545454545,6.12727272727273,7.73181818181818,6.95181818181818,0.00330469969366809,6,6.5,6.95,7.48,-0.00493362455723545,0.00506314547912878,0.00572737686139746,0.00796304127536329,94.7,4.2,0.0476628396289218,0.0959981670532661,0.0279001468428781,2.21,4.978,4.978,2.254,4.58,5.944,4.779,2.698,5.112,1.178,5.504,0.45475,0.400952380952381,24.9185714285714,5.60355214430063,0.446965731203988,-2.76020470876212,0.47818961220653
2001-02-01,98.49178,3.67,5,4.81,4.56,4.55,4.59,4.78,5.01,5.1,5.55,5.46,0.00743627546651515,0.116318992874103,5.49,6.225,6.012,7.5355,6.7475,0.00330469969366809,5.86,6.41,6.85,7.4,-0.00651646582936394,0.0020608523914476,0.00227790432801833,0.000197899103121291,90.6,4.2,-0.0953874326243423,-0.014834271392041,-0.0185714285714286,2.21,4.869,4.869,2.254,4.398,5.932,4.665,2.698,4.904,1.178,5.315,0.39915,0.442105263157895,23.4115789473684,5.67764069174655,-0.613613980210061,-2.46118736802505,0.551787926790903
2001-03-01,98.32012,3.67,4.84,4.68,4.45,4.41,4.48,4.67,4.88,4.87,5.45,5.29,-0.0142789582387634,-0.287037482520836,5.31,5.97565217391304,5.74347826086957,7.35608695652174,6.52304347826087,0.00330469969366809,5.52,6.15,6.64,7.3,-0.00261689204361848,-0.000728384129795256,0.000568181818181746,-0.00940230467266046,91.5,4.3,-0.0585719512676884,0.781493446505456,-0.0109170305676856,2.21,4.291,4.292,2.254,4.209,5.687,4.551,2.698,4.915,1.178,5.445,0.6293,0.543181818181818,28.4968181818182,5.41789942811248,-0.439462599021741,-2.45821668795956,0.652082396417305
2001-04-01,98.23295,3.67,4.22,4.16,4.1,4.22,4.37,4.66,4.92,4.98,5.64,5.49,-0.0315405690670664,0.453679237632341,4.8,6.049,5.809,7.53,6.563,0.0122985825241104,5.35,6.19,6.82,7.51,-0.00355069487307336,0.00107193391170113,0.00170357751277694,0.0177167556166309,88.4,4.4,0.0883624855291023,-0.208517187366431,0.00367917586460642,2.21,3.88,3.88,2.254,4.301,5.406,4.888,2.698,5.336,1.178,5.786,0.726475,0.907,28.134,5.69703117297765,-1.46798522932997,-1.84902663527611,0.421945088329069
2001-05-01,98.20492,3.67,3.92,3.92,3.91,4.23,4.5,4.94,5.17,5.3,5.87,5.75,0.0589052110963186,-0.127193470961745,4.21,6.08434782608696,5.8504347826087,7.36304347826087,6.55391304347826,0.0122985825241104,5.27,6.29,6.92,7.49,-0.00519787984697329,0.00693869392650126,0.00510204081632648,0.00178597363039379,92,4.3,-0.00560589960602798,-0.173918965119479,0.00293255131964809,2.21,3.642,3.642,2.254,4.217,5.225,4.912,2.698,5.385,1.178,5.756,0.32905,1.13136363636364,22.9440909090909,6.00008971305625,-2.19754169061023,-0.948267265831326,0.47818961220653
2001-06-01,98.18047,3.67,3.67,3.61,3.67,4.22,4.49,4.94,5.24,5.39,5.89,5.71,0.0224374683648194,-0.133026711685667,3.97,5.91454545454545,5.68409090909091,7.18227272727273,6.39409090909091,0.0122985825241104,5.08,6.14,6.78,7.34,-0.00542889969498439,0.00239621143375679,0.00225606316976856,-0.00468618984554381,92.6,4.5,-0.0265970449393584,-0.0214468371467025,-0.00950292397660824,2.21,3.672,3.673,2.254,4.253,5.035,4.97,2.698,5.404,1.178,5.761,0.37268,1.20428571428571,20.9404761904762,5.87489675921599,-2.32561847551189,-2.31311831048818,0.999950705261653
2001-07-01,98.13448,3.67,3.67,3.61,3.74,4.21,4.47,4.88,5.21,5.37,5.86,5.7,-0.056145732250935,0.0664829361948756,3.77,5.84727272727273,5.65,7.14727272727273,6.29818181818182,-9.24615529767081e-05,4.98,6.07,6.73,7.29,-0.00603446451229128,0.00178225384386899,-0.00168823860438927,-0.00403508357543836,92.4,4.6,-0.00738086623076384,-0.0328389778473335,-0.0154981549815498,2.21,3.549,3.549,2.254,3.801,5.556,4.525,2.698,5.055,1.178,5.526,0.354525,1.19761904761905,22.3161904761905,5.88427399762658,-2.27305580076607,-2.27593118940486,0.99993395914561
2001-08-01,98.06985,3.67,3.53,3.47,3.56,3.83,4.09,4.62,4.9,5.11,5.63,5.53,0.00980770544037979,-0.0585477845433376,3.65,5.55695652173913,5.36130434782609,6.91739130434783,6.02565217391304,-9.24615529767081e-05,4.64,5.8,6.5,7.14,-0.00104678008652193,0.00556316450870464,0,0.00617793886884033,91.5,4.9,-0.0593325316668161,0.369270298725856,0,2.21,3.378,3.378,2.254,3.559,5.896,4.379,2.698,4.84,1.178,5.371,0.31812,1.21391304347826,21.8617391304348,5.70897236089946,-2.16276519173665,-2.82302934763614,0.797010619527928
2001-09-01,98.02774,3.43,3.44,3.43,3.55,3.83,4.1,4.63,4.88,4.99,5.59,5.5,-0.0409069056221426,-0.111748705937333,3.07,5.32222222222222,5.06,6.89277777777778,5.91222222222222,-9.24615529767081e-05,4.25,5.59,6.51,7.36,-0.00521358066521105,-0.0161057050985017,0.00394588500563686,-0.0185221558768071,81.8,5,-0.0850634005859524,0.554735615334741,-0.000749625187406289,2.21,2.37,2.371,2.254,2.851,6.196,3.806,2.698,4.59,1.178,5.422,1.12755,1.61294117647059,35.0653333333333,5.5193469234585,-2.15251464900438,-2.67525598839649,0.797010619527928
2001-10-01,98.07901,2.28,2.37,2.37,2.47,2.82,3.18,3.9,4.33,4.55,5.39,5.38,-0.0939079815183795,0.355357313098518,2.49,4.95434782608696,4.79391304347826,6.76608695652174,5.77478260869565,0.00589213834282254,3.89,5.35,6.26,7.09,-0.00310484403036504,0.0293849008134721,-0.00280741156653563,0.0726610498509075,82.7,5.3,0.0168224487932593,0.222962042064997,-0.0225056264066017,2.125,2.038,2.038,2.254,2.375,6.42,3.473,2.698,4.244,1.178,4.872,0.82495,1.84090909090909,32.7213043478261,5.83109022575204,-3.5838077272356,-2.38183471128233,0.47818961220653
2001-11-01,98.24995,2.15,2.06,1.99,2.1,2.49,2.91,3.66,4.01,4.24,5,4.79,0.0309831269141789,0.0330287975629242,2.09,4.95227272727273,4.79863636363636,6.85545454545455,5.76818181818182,0.00589213834282254,3.8,5.33,6.14,6.84,-0.00582854220828444,-0.00424239903506207,-0.000563063063063085,-0.0279292086910772,83.9,5.5,0.0779773202780976,-0.273300273891364,-0.00383729854182657,1.85,1.782,1.782,2.254,2.846,6.287,4.061,2.698,4.754,1.178,5.286,0.62908,1.869,26.6309523809524,5.15426910657993,-3.10436100299199,-4.03137053924362,0.797010619527928
2001-12-01,98.51912,1.87,1.78,1.81,2.08,2.82,3.28,4.04,4.51,4.75,5.49,5.26,0.0752967474266775,-0.185954925568106,1.82,5.2285,5.05,7.0975,6.0295,0.00589213834282254,4.01,5.68,6.48,6.97,-0.000489318072678491,-0.00217200618186375,-0.000563380281690118,-0.0152199114059129,88.8,5.7,0.00219189656292973,-0.172103405232004,-0.0130970724191064,1.72,1.736,1.736,2.254,3.12,6.37,4.337,2.698,5.029,1.178,5.469,0.65715,1.9805,23.72,5.50069170616187,-3.93980867481598,-3.23178610378582,0.999950705261653
2002-01-01,98.83097,1.73,1.73,1.82,2.24,3.19,3.71,4.48,4.93,5.16,5.83,5.54,0.0303182687595689,-0.0839531714379399,1.73,5.09,4.96590909090909,6.89909090909091,5.91363636363636,0.0115412413998826,3.89,5.55,6.38,6.84,0.00719649704443803,0.00249766280156849,0.00169109357384434,-0.000943289586004981,93,5.7,-0.00639277509278202,0.132865051317444,0.00312256049960968,1.69,1.777,1.777,2.254,3.195,6.53,4.374,2.698,5.046,1.178,5.438,0.4618,2.00761904761905,22.2528571428571,5.71841722655182,-4.27187707669641,-2.65074069974945,0.999950705261653
2002-02-01,99.12669,1.69,1.76,1.87,2.22,3.08,3.62,4.37,4.78,5.02,5.63,5.4,-0.010874077721471,0.160985784877432,1.74,5.091,5.014,7.048,5.9505,0.0115412413998826,4.04,5.54,6.31,6.77,-4.52148553409248e-06,0.00565097569802075,0.00168823860438949,0.00531784149476988,90.7,5.7,-0.0179355749765089,0.214988264926441,-0.000778210116731515,1.766,1.756,1.756,2.254,3.049,6.274,4.201,2.698,4.874,1.178,5.419,0.47225,1.89631578947368,22.8757894736842,5.66273342685975,-4.18229131214112,-2.29331898030904,0.999950705261653
2002-03-01,99.3493,1.76,1.77,1.91,2.33,3.18,3.73,4.43,4.82,4.98,5.7,5.6,0.0272133204887561,-0.0636831900834207,1.73,5.49142857142857,5.50047619047619,7.34857142857143,6.19190476190476,0.0115412413998826,4.43,5.86,6.57,7.04,0.00742318243937512,0.00251896141283292,0.00280898876404501,-0.00237125004851169,95.7,5.7,0.0303191513025316,-0.0916729761602439,0.0109034267912773,1.761,1.807,1.808,2.254,3.722,5.873,4.818,2.698,5.406,1.178,5.801,0.1958,1.7265,18.985,5.64582169930817,-4.16830075609868,-1.78543591681875,0.797010619527928
2002-04-01,99.44236,1.79,1.79,2.16,2.76,3.74,4.29,4.93,5.29,5.44,6.04,5.92,0.0222826344279528,-0.00356206088169786,1.75,5.36772727272727,5.52272727272727,7.35590909090909,6.06954545454545,0.00964065470394582,4.26,5.72,6.5,7.04,0.00482929171884194,0.00953971891653094,0.00448179271708682,0.0166265332083295,93,5.9,-0.0554578898825214,0.0489729577483784,0.00770416024653309,1.772,1.782,1.782,2.254,3.261,5.687,4.432,2.698,5.089,1.178,5.596,0.341525,1.78818181818182,19.9004545454545,5.97674544314992,-4.66026018781005,0.0215755704627192,0.797010619527928
2002-05-01,99.38569,1.77,1.77,1.91,2.33,3.21,3.78,4.49,4.86,5.08,5.71,5.69,-0.0589943241612586,0.146132467977991,1.75,5.31347826086956,5.38826086956522,7.49434782608696,5.93260869565217,0.00964065470394582,4.14,5.61,6.47,7.04,0.00425222102616085,-0.00322735042735045,0.0011154489682097,-0.0143877734537927,96.9,5.8,-0.00593382612734628,0.119085647318283,0,1.72,1.746,1.746,2.254,3.203,6.028,4.357,2.698,5.045,1.178,5.617,0.24238,1.90045454545455,20.0877272727273,5.84033779496326,-4.40241191297935,-1.58132545080716,0.797010619527928
2002-06-01,99.18794,1.72,1.77,1.93,2.35,3.19,3.72,4.36,4.75,5.06,5.76,5.76,-0.0269856426824203,-0.0597803779860913,1.75,5.03380952380952,5.20380952380952,6.93238095238095,5.67380952380952,0.00964065470394582,3.74,5.25,6.2,6.89,0.00826050214601826,0.0046097490705046,0.000557103064066755,0.00859173904097088,92.4,5.8,-0.0770379504738917,0.181732620604406,0.000764525993883769,1.7,1.7,1.7,2.254,2.821,6.044,4.041,2.698,4.809,1.178,5.514,0.645725,1.9335,25.271,5.87021947092224,-4.49268067630841,0.0331227335177648,0.551787926790903
2002-07-01,98.90242,1.69,1.72,1.78,2.09,2.88,3.35,4.08,4.54,4.85,5.64,5.67,-0.0738279180673915,0.221094899867355,1.73,4.85086956521739,5.0795652173913,7.19608695652174,5.53608695652174,0.00887075589715147,3.45,5.03,6.11,6.96,-0.000346284445101319,0.00884943666780469,0.00222717149220486,0.011482527926832,88.1,5.8,-0.0755951595565935,1.10185732033237,0.00229182582123744,1.731,1.705,1.705,2.254,2.242,6.226,3.481,2.698,4.459,1.178,5.308,1.010775,2.09636363636364,34.0495454545455,5.8023491824981,-4.38265006356585,-1.88447691941838,0.652082396417305
2002-08-01,98.59718,1.73,1.68,1.66,1.75,2.15,2.6,3.46,4.04,4.47,5.41,5.51,-0.0155385373544051,0.291833605369555,1.74,4.58173913043478,4.69521739130435,7.14304347826087,5.32478260869565,0.00887075589715147,3.21,4.76,5.89,6.83,-0.00108113475020821,0.00342479661039885,0.00277777777777777,0.00865398886474433,87.6,5.7,0.00680104494638978,-0.167274005540411,0.0022865853658538,1.71,1.689,1.69,2.254,2.138,6.574,3.188,2.698,4.13,1.178,4.928,0.94548,2.12363636363636,33.7427272727273,5.70787775487786,-4.06347872580683,-4.05091199383891,0.652082396417305
2002-09-01,98.31361,1.69,1.64,1.62,1.71,2.01,2.36,3.04,3.63,3.98,4.92,5.02,-0.0247043573532187,-0.29434460181595,1.75,4.30666666666667,4.44190476190476,6.75857142857143,5.02571428571429,0.00887075589715147,3.06,4.38,5.53,6.48,0.00100057980617896,-0.00284650460027525,0.00166204986149587,-0.0166652203604698,86.1,5.7,-0.108847370030722,0.0829289999735097,0.00608365019011425,1.593,1.551,1.551,2.254,1.691,6.404,2.564,2.698,3.6,1.178,4.67,1.2153,1.8655,37.6475,5.3151546675727,-3.63896715949442,-4.06540721495105,0.652082396417305
2002-10-01,98.0901,1.6,1.59,1.54,1.56,1.8,2.11,2.75,3.34,3.72,4.81,5.01,-0.108557721507752,0.00222564935090985,1.75,4.35391304347826,4.64565217391304,7.22217391304348,5.23695652173913,0.00704595030608046,3.12,4.6,5.68,6.71,-0.00258169577694145,0.00591219644185892,0.00221238938053081,0.0050915871785624,80.6,5.7,0.0871355605221864,0.325912585223972,0.00680272108843516,1.568,1.515,1.454,2.254,1.756,6.35,2.811,2.698,3.895,1.178,4.99,1.0494,2.02909090909091,35.2430434782609,5.25330869718441,-3.68386169786998,-4.55153125163883,0.47818961220653
2002-11-01,97.94226,1.48,1.43,1.42,1.46,1.76,2.14,2.92,3.54,4.01,5.07,5.3,0.0892282596222678,0.343435037527323,1.34,4.21272727272727,4.50727272727273,6.64590909090909,4.93409090909091,0.00704595030608046,3.05,4.52,5.53,6.54,0.00546877851778849,0.0038465676780719,0.0016556291390728,0.00616522811344011,84.2,5.9,0.0616807867826461,-0.391300311304141,-0.000750750750750706,1.262,1.254,1.254,2.254,2.06,6.227,3.261,2.698,4.211,1.178,5.042,0.83678,2.12526315789474,28.175,5.52221209075627,-4.03301206831281,-5.04166375279663,0.551787926790903
2002-12-01,97.843,1.25,1.24,1.31,1.56,2.07,2.51,3.31,3.89,4.22,5.17,5.22,0.0618765112456068,-0.288461552717081,1.24,4.0147619047619,4.40476190476191,6.27190476190476,4.73142857142857,0.00704595030608046,2.82,4.33,5.39,6.38,-0.0056051530003246,0.00751627857123705,0.00165289256198364,0.00896163418927953,86.7,6,-0.0611823996011535,-0.109939780754724,-0.00150262960180303,1.211,1.219,1.219,2.254,1.59,5.793,2.729,2.698,3.818,1.178,4.782,0.779675,2.19619047619048,28.2104761904762,5.40390012193907,-4.29286407958025,-3.36141953151598,0.652082396417305
2003-01-01,97.77079,1.19,1.22,1.25,1.42,1.8,2.22,3.05,3.62,4.07,5.05,5.18,-0.0553734229983563,-0.136810884240347,1.24,3.84,4.33272727272727,6.01636363636364,4.59363636363636,0.0101881917107847,2.6,4.22,5.28,6.33,0.00825874829901863,0.00284578252370382,0.00440044004400431,0.00488850449366374,82.4,5.8,-0.0198019155995923,0.251321630694759,0.0180586907449209,1.165,1.177,1.202,2.254,1.697,6.092,2.936,2.698,3.966,1.178,4.84,0.70462,2.3052380952381,27.4242857142857,5.31481645933767,-4.12788817017555,-4.39576976046626,0.551787926790903
2003-02-01,97.73673,1.17,1.18,1.21,1.34,1.72,2.17,3.05,3.58,4.01,4.93,5.01,-0.0670343998915696,0.178175257801726,1.26,3.621,4.185,5.7945,4.371,0.0101881917107847,2.37,3.97,5.1,6.16,0.00125856554251658,0.000968002864227602,0.00547645125958374,-0.0151255472813681,79.9,5.9,-0.0134793670377548,-0.0538467337320298,0.0169992609016998,1.201,1.203,1.202,2.254,1.516,5.853,2.665,2.698,3.692,1.178,4.693,0.73405,2.27473684210526,32.2184210526316,5.27401276743425,-4.10492389618739,-4.4304552330376,0.652082396417305
